id,displayName,primaryType,formattedAddress,location[latitude],location[longitude],nationalPhoneNumber,currentOpeningHours,websiteURL,
ChIJBZrIjdKYM4gR39lbUZlYTms,Pennsylvania Quality Woodworks,general contractor,"152 S Spring Rd, Mercer, PA 16137, USA",41.1514211,-80.1895225,(724) 748-4535,Monday: 8:00 AM - 5:00 PM|Tuesday: 8:00 AM - 5:00 PM|Wednesday: 8:00 AM - 5:00 PM|Thursday: 8:00 AM - 5:00 PM|Friday: 8:00 AM - 5:00 PM|Saturday: 8:00 AM - 12:00 PM|Sunday: Closed|,,None
ChIJjSNb4SWfM4gRfndiGwH_nwI,Skydive Pennsylvania,,"496 Old Ash Rd, Mercer, PA 16137, USA",41.1475814,-80.1764283,(724) 748-5377,Monday: 8:00 AM - 6:00 PM|Tuesday: 8:00 AM - 6:00 PM|Wednesday: 8:00 AM - 6:00 PM|Thursday: 8:00 AM - 6:00 PM|Friday: 8:00 AM - 6:00 PM|Saturday: 8:00 AM - 6:00 PM|Sunday: 8:00 AM - 6:00 PM|,https://skydivepa.com/,None
ChIJmR6ZNwmiM4gReqCB-aJJ7mM,usLEDsupply LLC,home improvement store,"340 Woodland Rd, Mercer, PA 16137, USA",41.1857331,-80.20285659999999,(724) 264-5001,Monday: Closed|Tuesday: 10:00 - 10:01 AM|Wednesday: Closed|Thursday: Closed|Friday: Closed|Saturday: Closed|Sunday: Closed|,http://www.usledsupply.com/,None
ChIJo2VClFx1M4gRuKf9H7_Ch8U,Courtney Contracting & Excavating,general contractor,"352 Woodland Rd, Mercer, PA 16137, USA",41.1861331,-80.2028356,(724) 967-2954,,http://www.wediggers.com/,None
ChIJe6xgSZKjM4gR2FBGheJKaUw,European Brabant Registry of America,,"407 Woodland Rd, Mercer, PA 16137, USA",41.1900299,-80.20255159999999,(724) 605-3680,Monday: 10:00 AM - 12:00 PM|Tuesday: Closed|Wednesday: 10:00 AM - 12:00 PM|Thursday: Closed|Friday: Closed|Saturday: 10:00 AM - 12:00 PM|Sunday: Closed|,https://www.europeanbrabant.com/,None
ChIJL4Cx2YOfM4gRJ_bahDSPgrY,GCA Innovations,,"40 Oakley- Kelly Dr, Mercer, PA 16137, USA",41.145558699999995,-80.16856609999999,(724) 991-0179,Monday: 8:00 AM - 4:00 PM|Tuesday: 8:00 AM - 4:00 PM|Wednesday: 8:00 AM - 4:00 PM|Thursday: 8:00 AM - 4:00 PM|Friday: 8:00 AM - 4:00 PM|Saturday: Closed|Sunday: Closed|,http://gcainn.com/,None
ChIJGViBtG11M4gRhNhZxdHS5Hs,STL Services,general contractor,"2106 Leesburg Grove City Rd, Mercer, PA 16137, USA",41.1418878,-80.1760686,(724) 556-5141,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours|,https://www.stl-services1.com/,None
ChIJLz_gOyGZM4gRRq8JGOC_iWg,Kisling's Painting,painter,"2412 Leesburg Grove City Rd, Mercer, PA 16137, USA",41.1408753,-80.2045605,(724) 699-4591,Monday: 8:00 AM - 7:00 PM|Tuesday: 8:00 AM - 7:00 PM|Wednesday: 8:00 AM - 7:00 PM|Thursday: 8:00 AM - 7:00 PM|Friday: 8:00 AM - 7:00 PM|Saturday: 9:00 AM - 5:00 PM|Sunday: Closed|,http://www.facebook.com/kislings-painting-923362861119274/,None
ChIJixPBJnefM4gROnusvJW9MM8,Libations Winery,farm,"130 American Way, Mercer, PA 16137, USA",41.142679199999996,-80.17327279999999,(724) 533-2500,Monday: 12:00 - 9:00 PM|Tuesday: 12:00 - 9:00 PM|Wednesday: 12:00 - 9:00 PM|Thursday: 12:00 - 9:00 PM|Friday: 12:00 - 10:00 PM|Saturday: 12:00 - 10:00 PM|Sunday: 12:00 - 5:00 PM|,http://libationswinery.com/,None
ChIJ3zvOLvGYM4gRI9RTBHdx6_E,Iron Bridge Inn,american restaurant,"1438 Perry Hwy, Mercer, PA 16137, USA",41.1583466,-80.226299,(724) 748-3626,Monday: 11:00 AM - 9:00 PM|Tuesday: 11:00 AM - 9:00 PM|Wednesday: 11:00 AM - 9:00 PM|Thursday: 11:00 AM - 9:00 PM|Friday: 11:00 AM - 10:00 PM|Saturday: 11:00 AM - 10:00 PM|Sunday: 10:00 AM - 8:00 PM|,https://www.springfields.com/iron-bridge-inn/,None
ChIJFyeyy9CWM4gRJH8J_zuPFQU,Amish Peddler,furniture store,"100 American Way, Mercer, PA 16137, USA",41.1422709,-80.1730425,(724) 748-6171,Monday: 10:00 AM - 5:00 PM|Tuesday: 10:00 AM - 5:00 PM|Wednesday: 10:00 AM - 5:00 PM|Thursday: 10:00 AM - 5:00 PM|Friday: 10:00 AM - 5:00 PM|Saturday: 10:00 AM - 5:00 PM|Sunday: Closed|,http://www.amishpeddler.com/,None
ChIJ46ErW2qmM4gRYzessLf29xs,McKean Bros.,farm,"193 E Zahniser Rd, Mercer, PA 16137, USA",41.316807399999995,-80.1670822,(724) 699-1966,,https://www.mckeanbros.com/about-us,None
ChIJibY63uunM4gRuDng7uJj20s,Poole Dirt Work,general contractor,"347 Poole Rd, Mercer, PA 16137, USA",41.3262577,-80.1508237,(724) 893-9100,,,None
ChIJMfJ3juylM4gRyuIvOy2ebyY,Ses Wood Products Inc,store,"1179 Airport Rd, Mercer, PA 16137, USA",41.3292991,-80.2074887,,Monday: 7:00 AM - 4:00 PM|Tuesday: 7:00 AM - 4:00 PM|Wednesday: 7:00 AM - 4:00 PM|Thursday: 7:00 AM - 4:00 PM|Friday: 7:00 AM - 4:00 PM|Saturday: Closed|Sunday: Closed|,,None
ChIJH_gIVASjM4gRHNPYyv6cuRs,Tushim Manor,,"20 Coolspring Rd, Mercer, PA 16137, USA",41.3093693,-80.19622989999999,(724) 662-5901,,,None
ChIJieTavJmlM4gRc7AA92z2zQI,Mobile Medical Red Innovations Inc,,"700 Coolspring Church Rd, Mercer, PA 16137, USA",41.30147100000001,-80.1940905,,,,None
ChIJP4WD0Cy8M4gRPJNcmZVAEog,Canon's Gun Room,sporting goods store,"5 Charleston Rd, Mercer, PA 16137, USA",41.237710899999996,-80.3607755,(724) 877-4867,Monday: Closed|Tuesday: 12:00 AM - 5:00 PM|Wednesday: 10:00 AM - 3:00 PM|Thursday: 10:00 AM - 5:00 PM|Friday: 12:00 AM - 5:00 PM|Saturday: 10:00 AM - 2:00 PM|Sunday: Closed|,,None
ChIJhZvRJS28M4gRoLz0zVuh0TA,Sankey Financial Services,consultant,"7221 W Market St, Mercer, PA 16137, USA",41.2374297,-80.3565727,(724) 381-2120,,http://www.sankeyfinancial.com/,None
ChIJr18cngG7M4gR5DyxLD-yASg,Camp Nazareth,,"339 Pew Rd, Mercer, PA 16137, USA",41.30857640000001,-80.31574359999999,(724) 662-4840,,http://campnazareth.org/,None
ChIJH_hVdlq9M4gRuKM7l2MD7A4,Merrael Photography,,"32 Vickerman Rd, Mercer, PA 16137, USA",41.197506399999995,-80.28806019999999,(724) 699-5172,,,None
ChIJZYD3W3iYM4gRO8aiFf0BP1I,Atwell & Perrine Excavating,general contractor,"360 Stonepile Rd, Mercer, PA 16137, USA",41.1921319,-80.29757320000002,(724) 662-1258,,,None
ChIJXcYyPeCXM4gR9HwpQBu2TwM,Absolute Amish,,"342 Stonepile Rd, Mercer, PA 16137, USA",41.1910859,-80.2975074,(724) 813-8406,,,None
ChIJhRYmnw6eM4gRvbYtxXmYiaI,Penn's Reclaimed Woods,general contractor,"200 Vickerman Rd, Mercer, PA 16137, USA",41.194893199999996,-80.27331439999999,(724) 882-6680,,http://www.pennsreclaimedwoods.com/,None
ChIJTUSez82XM4gRoaxgMRAcqTw,Mast Greenhouse,,"155 Mc Farland Ln, Mercer, PA 16137, USA",41.184323000000006,-80.3157396,,Monday: 9:00 AM - 5:00 PM|Tuesday: 9:00 AM - 5:00 PM|Wednesday: 9:00 AM - 5:00 PM|Thursday: 9:00 AM - 5:00 PM|Friday: 9:00 AM - 5:00 PM|Saturday: 9:00 AM - 5:00 PM|Sunday: Closed|,,None
ChIJs88I3zKjM4gR7McgqgBcxT4,"The Sheepdog Project, LLc",,"766 Mercer-New Wilmington Rd, Mercer, PA 16137, USA",41.1996039,-80.2587291,(724) 300-3151,Monday: Closed|Tuesday: Closed|Wednesday: 8:00 AM - 9:00 PM|Thursday: 8:00 AM - 9:00 PM|Friday: 8:00 AM - 9:00 PM|Saturday: 8:00 AM - 9:00 PM|Sunday: 2:00 - 6:00 PM|,http://thesheepdogproject.org/,None
ChIJNcc7yiK9M4gR6qLC7IOB5lI,Atlantic Timberframes Inc,,"571 N Stone Base Rd, Mercer, PA 16137, USA",41.2218435,-80.2975134,(724) 699-9073,,http://www.timberframes.com/,None
ChIJf8vBw7yjM4gRUcp7-KBnK5w,Countryside Massage,,"727 Mercer-New Wilmington Rd, Mercer, PA 16137, USA",41.2008112,-80.2547433,(724) 300-3424,Monday: 11:00 AM - 4:00 PM|Tuesday: Closed|Wednesday: 11:00 AM - 4:00 PM|Thursday: 3:00 - 8:00 PM|Friday: 3:00 - 8:00 PM|Saturday: 11:00 AM - 4:00 PM|Sunday: Closed|,http://countrysidemassage.net/,None
ChIJyfoSXgKjM4gRDLyeNKQ7V2E,House on the Hill Apartments,,"780 Pulaski Mercer Rd, Mercer, PA 16137, USA",41.217948799999995,-80.26232209999999,,,http://houseonthehillpa.com/,None
ChIJ3U1MwDe7M4gRl1bUlA4inWk,Western Reserve Fish & Game,,"1600 Mercer West Middlesex Rd, Mercer, PA 16137, USA",41.2102249,-80.3272327,(724) 983-1473,,,None
ChIJrzBQVYejM4gRUYX9iNmezrc,Hell's Hollow Bar & Grill,restaurant,"496 Bestwick Rd Building 4, Mercer, PA 16137, USA",41.225355199999996,-80.2696564,(724) 662-1999,Monday: 11:00 AM - 7:00 PM|Tuesday: 11:00 AM - 7:00 PM|Wednesday: 11:00 AM - 7:00 PM|Thursday: 11:00 AM - 7:00 PM|Friday: 11:00 AM - 7:00 PM|Saturday: 11:00 AM - 7:00 PM|Sunday: 11:00 AM - 7:00 PM|,https://www.golfspringvalley.com/eat/,None
ChIJv4V1zKa9M4gRGBYSbhBhP8c,Z & T Concrete Finishing,general contractor,"367 Old Sharon Rd, Mercer, PA 16137, USA",41.2296021,-80.2841074,(724) 893-8036,Monday: 8:00 AM - 6:00 PM|Tuesday: 8:00 AM - 6:00 PM|Wednesday: 8:00 AM - 6:00 PM|Thursday: 8:00 AM - 6:00 PM|Friday: 8:00 AM - 6:00 PM|Saturday: 8:00 AM - 2:00 PM|Sunday: Closed|,,None
ChIJjXJM7NyiM4gRG5diqd2B80c,Custom and Collision Auto Body,car repair,"730 Pulaski Mercer Rd, Mercer, PA 16137, USA",41.2199331,-80.2585258,(724) 372-8960,Monday: 8:00 AM - 4:00 PM|Tuesday: 8:00 AM - 4:00 PM|Wednesday: 8:00 AM - 4:00 PM|Thursday: 8:00 AM - 4:00 PM|Friday: 8:00 AM - 4:00 PM|Saturday: Closed|Sunday: Closed|,,None
ChIJ5X9nqteiM4gRwfYWnRz7Xbw,Star Storage,storage,"8293 Sharon-Mercer Rd, Mercer, PA 16137, USA",41.227057699999996,-80.26809469999999,(724) 662-4818,,,None
ChIJZx_oBsSjM4gRFlUp_cuZgk0,Romain Farm,farm,"98 Orr Rd, Mercer, PA 16137, USA",41.2383878,-80.20380949999999,(724) 662-5878,,,None
ChIJIblzbn2_M4gRnNgjCqURcsw,"Barbara Smith, RE/MAX REAL ESTATE CONSULTANTS LLC",,"274 Franklin Rd, Mercer, PA 16137, USA",41.2470856,-80.2183026,(724) 815-7971,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours|,https://www.homesnap.com/Barbara-Smith-16/gmb,None
ChIJ6ezlqpejM4gRymgZTDVgVOw,Re/Max Real Estate Consultants,consultant,"274 Franklin Rd, Mercer, PA 16137, USA",41.2470856,-80.2183026,(724) 662-5520,Monday: 9:30 AM - 4:30 PM|Tuesday: 9:30 AM - 4:30 PM|Wednesday: 9:30 AM - 4:30 PM|Thursday: 9:30 AM - 4:30 PM|Friday: 9:30 AM - 4:30 PM|Saturday: 9:30 AM - 12:00 PM|Sunday: Closed|,,None
ChIJVXbKKACjM4gRzxcKLjRmQ9E,Old RR bridge,,"6RM3+42, Mercer, PA 16137, USA",41.232749999999996,-80.19739,,,,None
ChIJV9fCZVijM4gRR4AvIkViYIg,"Haven Professional Counseling, LLC",health,"178 Franklin Rd, Mercer, PA 16137, USA",41.2435531,-80.22441859999999,(724) 761-2321,Monday: 8:00 AM - 7:00 PM|Tuesday: 8:00 AM - 7:00 PM|Wednesday: 8:00 AM - 7:00 PM|Thursday: 8:00 AM - 7:00 PM|Friday: Closed|Saturday: Closed|Sunday: Closed|,http://www.haven-professional-counseling.com/,None
ChIJHcnOTrSjM4gRQcF70fr6tVU,Trout Unlimited Coolsping,sports club,"2-174 Houston Rd, Mercer, PA 16137, USA",41.2277593,-80.21307039999999,,,,None
ChIJgcU1zaOjM4gRV31zyq9JT98,Jodi's Notary Services,finance,"146 Franklin Rd, Mercer, PA 16137, USA",41.241285,-80.2274401,(724) 699-3093,Monday: 10:00 AM - 4:00 PM|Tuesday: 10:00 AM - 4:00 PM|Wednesday: 10:00 AM - 4:00 PM|Thursday: 10:00 AM - 4:00 PM|Friday: 10:00 AM - 4:00 PM|Saturday: 9:00 AM - 12:00 PM|Sunday: Closed|,,None
ChIJB7tT1qOjM4gRI2MHPf3_uDw,Breese Heating & Cooling,general contractor,"133 Franklin Rd, Mercer, PA 16137, USA",41.2416899,-80.2288038,(724) 662-2579,Monday: 8:00 AM - 4:30 PM|Tuesday: 8:00 AM - 4:30 PM|Wednesday: 8:00 AM - 4:30 PM|Thursday: 8:00 AM - 4:30 PM|Friday: 8:00 AM - 4:30 PM|Saturday: Closed|Sunday: Closed|,http://www.breeseheating.com/,None
ChIJeeLY6rWjM4gRHKak-OhuDg0,Sharpsville Beagle Club,,"867 Scrubgrass Rd, Mercer, PA 16137, USA",41.2255311,-80.2138125,(724) 421-7271,,,None
ChIJWRHah_qjM4gRx1MCpQ8SKJ8,Coolspring Corn Maze and Farm Market,,"537 Franklin Rd, Mercer, PA 16137, USA",41.2563604,-80.19898719999999,(724) 699-3221,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: 3:00 - 7:00 PM|Saturday: 9:00 AM - 1:00 PM|Sunday: Closed|,http://www.coolspringcornmaze.com/,None
ChIJoes_aTujM4gReDRH5eG6skc,Glam Luxe Accessories LLC,jewelry store,"20 Clintonville Rd, Mercer, PA 16137, USA",41.224084999999995,-80.20931089999999,(814) 229-3864,Monday: Closed|Tuesday: 8:00 AM - 8:00 PM|Wednesday: 8:00 AM - 8:00 PM|Thursday: 8:00 AM - 8:30 PM|Friday: 8:00 AM - 8:00 PM|Saturday: 8:00 AM - 8:00 PM|Sunday: 8:00 AM - 8:00 PM|,https://linktr.ee/glamluxeaccessories,None
ChIJV6K0Py2jM4gRclZw0OEHkk8,Eazy-Up Lifts - Stairlifts,,"441 White Ln Suite D, Mercer, PA 16137, USA",41.2317396,-80.227378,(724) 493-0566,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours|,https://www.youtube.com/channel/UCvTmw28i1urLlA3IyzuOQSQ,None
ChIJkRj4hYijM4gRaKLIGgCSuj4,NovaCare Rehabilitation - Cool Springs,,"1051 E Cornell Rd, Mercer, PA 16137, USA",41.2572209,-80.1951929,(724) 662-2800,Monday: 9:00 AM - 6:00 PM|Tuesday: 7:00 AM - 6:00 PM|Wednesday: 8:00 AM - 2:00 PM|Thursday: 7:00 AM - 6:00 PM|Friday: 8:00 AM - 1:00 PM|Saturday: Closed|Sunday: Closed|,https://www.novacare.com/contact/find-a-location/pa/mercer/cool-springs/?ty=xt,None
ChIJV_a1l_mjM4gRNzCRMvlA0PY,Cool Springs Fitness and Aquatics,fitness center,"1051 E Cornell Rd, Mercer, PA 16137, USA",41.257233899999996,-80.1951977,(724) 662-1910,Monday: 5:00 AM - 9:00 PM|Tuesday: 5:00 AM - 9:00 PM|Wednesday: 5:00 AM - 9:00 PM|Thursday: 5:00 AM - 9:00 PM|Friday: 5:00 AM - 2:00 PM|Saturday: 6:00 AM - 1:00 PM|Sunday: Closed|,http://www.coolspringsfitness.com/,None
ChIJf_RxfrqjM4gRtZ-BtlVJrzs,Bloom and Flourish Family Chiropractic,,"1051 E Cornell Rd, Mercer, PA 16137, USA",41.2572839,-80.1952652,(814) 853-0657,"Monday: 9:00 AM - 12:00 PM, 2:00 - 6:00 PM|Tuesday: 9:00 AM - 12:00 PM, 2:00 - 6:00 PM|Wednesday: 9:00 AM - 12:00 PM, 2:00 - 6:00 PM|Thursday: 9:00 AM - 12:00 PM, 2:00 - 6:00 PM|Friday: 9:00 AM - 12:00 PM|Saturday: Closed|Sunday: Closed|",https://bloomandflourishfamilychiropractic.com/,None
ChIJV_a1l_mjM4gRPQ_EVN6Epu8,Cool Springs Physical Therapy,physiotherapist,"1051 E Cornell Rd, Mercer, PA 16137, USA",41.2572839,-80.1952652,(724) 662-2800,Monday: Closed|Tuesday: 6:00 AM - 6:00 PM|Wednesday: Closed|Thursday: 6:00 AM - 6:00 PM|Friday: Closed|Saturday: Closed|Sunday: Closed|,http://www.coolspringspt.com/,None
ChIJpz2mMKGjM4gRDplmU30Tep8,Lucas Motors,car dealer,"85 Franklin Rd, Mercer, PA 16137, USA",41.2392708,-80.2326908,(724) 662-2316,Monday: 10:00 AM - 5:00 PM|Tuesday: 9:00 AM - 5:00 PM|Wednesday: 10:00 AM - 5:00 PM|Thursday: 9:00 AM - 5:00 PM|Friday: 9:00 AM - 5:00 PM|Saturday: Closed|Sunday: Closed|,,None
ChIJJTo2GaijM4gRdQMQ1SNcae0,Michaels Mercer Raceway,event venue,"555 Fairground Rd, Mercer, PA 16137, USA",41.234133,-80.2315922,(724) 662-1310,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: Closed|Saturday: 4:00 PM - 12:00 AM|Sunday: Closed|,https://www.michaelsmercerraceway.com/,None
ChIJeTEtjkyiM4gR0QksUVwzG7k,Countryside Landscaping,general contractor,"50 Mc Millan Rd, Mercer, PA 16137, USA",41.2228034,-80.2155542,(724) 662-1021,,,None
ChIJGU6JTLKhM4gR2-bXqNb-MBY,Grossmans Garage,car repair,"783 Clintonville Rd, Mercer, PA 16137, USA",41.206657799999995,-80.1463107,(724) 748-4761,,,None
ChIJYVFzz7OhM4gRumjtUdnN3DY,Hairloom,beauty salon,"270 Hartwick Rd, Mercer, PA 16137, USA",41.205711099999995,-80.1474721,(724) 748-3477,,,None
ChIJsd-R-rKhM4gRW7EflHfuuQE,Precision Roofing Pro's,roofing contractor,"223 Hartwick Rd, Mercer, PA 16137, USA",41.202430299999996,-80.14795,(724) 699-7837,Monday: 7:00 AM - 4:00 PM|Tuesday: 7:00 AM - 4:00 PM|Wednesday: 7:00 AM - 4:00 PM|Thursday: 7:00 AM - 4:00 PM|Friday: 7:00 AM - 4:00 PM|Saturday: 7:00 AM - 4:00 PM|Sunday: Closed|,https://www.prproofingpros.com/,None
ChIJYSPuuaahM4gRGvh1V_0r234,Little Creek Labradors,,"301 Hartwick Rd, Mercer, PA 16137, USA",41.208317099999995,-80.1477647,(724) 971-2186,Monday: 9:00 AM - 5:00 PM|Tuesday: 9:00 AM - 5:00 PM|Wednesday: 9:00 AM - 5:00 PM|Thursday: 9:00 AM - 5:00 PM|Friday: 9:00 AM - 5:00 PM|Saturday: 9:00 AM - 5:00 PM|Sunday: 9:00 AM - 5:00 PM|,,None
ChIJyf6YKI6ZM4gREJe54UV6Hpg,RedLine Diesel Repair LLC,car repair,"1815 Mercer Grove City Rd Bldg. #3, Mercer, PA 16137, USA",41.1842185,-80.1401107,(724) 977-6250,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Closed|Sunday: Closed|,http://redlinedieselrepairllc.com/,None
ChIJzeYmae0Z5IYRZek2Mkfjgos,Rowe Installations,,"1787 Mercer Grove City Rd, Mercer, PA 16137, USA",41.1847317,-80.14339129999999,(724) 992-2192,Monday: 8:00 AM - 5:00 PM|Tuesday: 8:00 AM - 5:00 PM|Wednesday: 8:00 AM - 5:00 PM|Thursday: 8:00 AM - 5:00 PM|Friday: 8:00 AM - 5:00 PM|Saturday: Closed|Sunday: Closed|,,None
ChIJweWEBNOhM4gROYmF5Dj7t38,Pine Knoll Clock Shop,,"1749 Mercer Grove City Rd, Mercer, PA 16137, USA",41.1865565,-80.14584579999999,(724) 748-4058,Monday: Closed|Tuesday: 10:00 AM - 5:30 PM|Wednesday: 10:00 AM - 5:30 PM|Thursday: 10:00 AM - 5:30 PM|Friday: 10:00 AM - 5:30 PM|Saturday: 9:00 AM - 1:00 PM|Sunday: Closed|,,None
ChIJcZ0quMCeM4gRrBc9SuHCw6k,Jackson's Auto Repair,car repair,"108 White Oak Rd, Mercer, PA 16137, USA",41.121872700000004,-80.17025129999999,(724) 748-4240,Monday: 8:00 AM - 5:00 PM|Tuesday: 8:00 AM - 5:00 PM|Wednesday: 8:00 AM - 5:00 PM|Thursday: 8:00 AM - 5:00 PM|Friday: 8:00 AM - 5:00 PM|Saturday: Closed|Sunday: Closed|,,None
ChIJh8RxvMeeM4gRcKe8FCbnirI,"A+Redemption, Inc",home goods store,"63 White Oak Rd, Mercer, PA 16137, USA",41.1229352,-80.17448689999999,(724) 748-5382,,https://www.patiofurniturerehab.com/west-pa-east-oh/,None
ChIJO0YVgueeM4gRHmkuLc4DmU4,Kristyak's Service & Towing,car repair,"343 Veterans Rd, Mercer, PA 16137, USA",41.134164899999995,-80.16573249999999,(724) 748-3376,Monday: 8:00 AM - 5:00 PM|Tuesday: 8:00 AM - 5:00 PM|Wednesday: 8:00 AM - 5:00 PM|Thursday: 8:00 AM - 5:00 PM|Friday: 8:00 AM - 5:00 PM|Saturday: Closed|Sunday: Closed|,http://www.kristyaks.com/,None
ChIJZQAIt_G8M4gRZLT61YpQ0Do,neshannock tu,,"7618 Lamor Rd, Mercer, PA 16137, USA",41.2457043,-80.3117359,(724) 662-5765,,http://www.neshannock-tu.org/contact-us.html,None
