id,displayName,primaryType,formattedAddress,location[latitude],location[longitude],nationalPhoneNumber,currentOpeningHours,websiteURL,
ChIJBZrIjdKYM4gR39lbUZlYTms,Pennsylvania Quality Woodworks,general_contractor,"152 S Spring Rd, Mercer, PA 16137, USA",41.1514211,-80.1895225,(724) 748-4535,Monday: 8:00 AM - 5:00 PM|Tuesday: 8:00 AM - 5:00 PM|Wednesday: 8:00 AM - 5:00 PM|Thursday: 8:00 AM - 5:00 PM|Friday: 8:00 AM - 5:00 PM|Saturday: 8:00 AM - 12:00 PM|Sunday: Closed|,
ChIJH322-taZM4gRohe-T-R2tYg,Make Believe Design Co.,,"620 Old Mercer Rd, Volant, PA 16156, USA",41.1544873,-80.20596950000001,(724) 333-1479,Monday: 9:00 AM - 9:00 PM|Tuesday: 9:00 AM - 9:00 PM|Wednesday: 9:00 AM - 9:00 PM|Thursday: 9:00 AM - 9:00 PM|Friday: 9:00 AM - 9:00 PM|Saturday: 9:00 AM - 9:00 PM|Sunday: Closed|,https://makebelievedesign.com/
ChIJrcfcbgCfM4gRpC55RNJHyVs,Little Neighborhood Notary,finance,"821 Old Ash Rd, Grove City, PA 16127, USA",41.1698412,-80.1709188,(724) 372-2333,,
ChIJ21HuRUGfM4gR39YqjlFOixc,Blacktown Auto Service & Repair LLC,car_repair,"751a Old Ash Rd, Grove City, PA 16127, USA",41.1641621,-80.1702866,(724) 748-6400,Monday: 8:00 AM - 5:00 PM|Tuesday: 8:00 AM - 5:00 PM|Wednesday: 8:00 AM - 5:00 PM|Thursday: 8:00 AM - 5:00 PM|Friday: 8:00 AM - 5:00 PM|Saturday: Closed|Sunday: Closed|,http://facebook.com/BlacktownAutoService
ChIJ1zvFVACfM4gR0Ndw7PdGj88,Kimmels Auto,car_repair,"258 Old Ash Rd, Grove City, PA 16137, USA",41.162825999999995,-80.1698291,,,
ChIJjVoFCwWfM4gR2YM4m5U2Toc,Blacktown Cemetery,cemetery,"Pennsylvania Route, PA-258 #258, Mercer, PA 16137, USA",41.1618245,-80.1686251,,,
ChIJZwZGuUsNM4gRu3azpcuQ1sQ,Scharf Solar Energy,,"901 Old Ash Rd, Grove City, PA 16127, USA",41.1751654,-80.168526,(724) 372-5908,Monday: 8:00 AM - 6:00 PM|Tuesday: 8:00 AM - 6:00 PM|Wednesday: 8:00 AM - 6:00 PM|Thursday: 8:00 AM - 6:00 PM|Friday: 8:00 AM - 6:00 PM|Saturday: Closed|Sunday: Closed|,https://www.facebook.com/ScharfSolar
ChIJjSNb4SWfM4gRfndiGwH_nwI,Skydive Pennsylvania,,"496 Old Ash Rd, Mercer, PA 16137, USA",41.1475814,-80.1764283,(724) 748-5377,Monday: 8:00 AM - 6:00 PM|Tuesday: 8:00 AM - 6:00 PM|Wednesday: 8:00 AM - 6:00 PM|Thursday: 8:00 AM - 6:00 PM|Friday: 8:00 AM - 6:00 PM|Saturday: 8:00 AM - 6:00 PM|Sunday: 8:00 AM - 6:00 PM|,https://skydivepa.com/
ChIJmR6ZNwmiM4gReqCB-aJJ7mM,usLEDsupply LLC,home_improvement_store,"340 Woodland Rd, Mercer, PA 16137, USA",41.1857331,-80.20285659999999,(724) 264-5001,Monday: Closed|Tuesday: 10:00 - 10:01 AM|Wednesday: Closed|Thursday: Closed|Friday: Closed|Saturday: Closed|Sunday: Closed|,http://www.usledsupply.com/
ChIJo2VClFx1M4gRuKf9H7_Ch8U,Courtney Contracting & Excavating,general_contractor,"352 Woodland Rd, Mercer, PA 16137, USA",41.1861331,-80.2028356,(724) 967-2954,,http://www.wediggers.com/
ChIJucoK0BWfM4gRg91qpntmsEg,Patriot Contractors Equipment Sales & Supply,,"1746 Butler Pike, Grove City, PA 16127, USA",41.1548236,-80.16276529999999,(866) 515-7373,Monday: 7:00 AM - 8:00 PM|Tuesday: 7:00 AM - 8:00 PM|Wednesday: 7:00 AM - 8:00 PM|Thursday: 7:00 AM - 8:00 PM|Friday: 7:00 AM - 8:00 PM|Saturday: 9:00 AM - 5:00 PM|Sunday: 9:00 AM - 5:00 PM|,http://www.patriotequipment.us/
ChIJe6xgSZKjM4gR2FBGheJKaUw,European Brabant Registry of America,,"407 Woodland Rd, Mercer, PA 16137, USA",41.1900299,-80.20255159999999,(724) 605-3680,Monday: 10:00 AM - 12:00 PM|Tuesday: Closed|Wednesday: 10:00 AM - 12:00 PM|Thursday: Closed|Friday: Closed|Saturday: 10:00 AM - 12:00 PM|Sunday: Closed|,https://www.europeanbrabant.com/
ChIJL4Cx2YOfM4gRJ_bahDSPgrY,GCA Innovations,,"40 Oakley- Kelly Dr, Mercer, PA 16137, USA",41.145558699999995,-80.16856609999999,(724) 991-0179,Monday: 8:00 AM - 4:00 PM|Tuesday: 8:00 AM - 4:00 PM|Wednesday: 8:00 AM - 4:00 PM|Thursday: 8:00 AM - 4:00 PM|Friday: 8:00 AM - 4:00 PM|Saturday: Closed|Sunday: Closed|,http://gcainn.com/
ChIJGViBtG11M4gRhNhZxdHS5Hs,STL Services,general_contractor,"2106 Leesburg Grove City Rd, Mercer, PA 16137, USA",41.1418878,-80.1760686,(724) 556-5141,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours|,https://www.stl-services1.com/
ChIJLz_gOyGZM4gRRq8JGOC_iWg,Kisling's Painting,painter,"2412 Leesburg Grove City Rd, Mercer, PA 16137, USA",41.1408753,-80.2045605,(724) 699-4591,Monday: 8:00 AM - 7:00 PM|Tuesday: 8:00 AM - 7:00 PM|Wednesday: 8:00 AM - 7:00 PM|Thursday: 8:00 AM - 7:00 PM|Friday: 8:00 AM - 7:00 PM|Saturday: 9:00 AM - 5:00 PM|Sunday: Closed|,http://www.facebook.com/kislings-painting-923362861119274/
ChIJixPBJnefM4gROnusvJW9MM8,Libations Winery,farm,"130 American Way, Mercer, PA 16137, USA",41.142679199999996,-80.17327279999999,(724) 533-2500,Monday: 12:00 - 9:00 PM|Tuesday: 12:00 - 9:00 PM|Wednesday: 12:00 - 9:00 PM|Thursday: 12:00 - 9:00 PM|Friday: 12:00 - 10:00 PM|Saturday: 12:00 - 10:00 PM|Sunday: 12:00 - 5:00 PM|,http://libationswinery.com/
ChIJ3zvOLvGYM4gRI9RTBHdx6_E,Iron Bridge Inn,american_restaurant,"1438 Perry Hwy, Mercer, PA 16137, USA",41.1583466,-80.226299,(724) 748-3626,Monday: 11:00 AM - 9:00 PM|Tuesday: 11:00 AM - 9:00 PM|Wednesday: 11:00 AM - 9:00 PM|Thursday: 11:00 AM - 9:00 PM|Friday: 11:00 AM - 10:00 PM|Saturday: 11:00 AM - 10:00 PM|Sunday: 10:00 AM - 8:00 PM|,https://www.springfields.com/iron-bridge-inn/
ChIJFyeyy9CWM4gRJH8J_zuPFQU,Amish Peddler,furniture_store,"100 American Way, Mercer, PA 16137, USA",41.1422709,-80.1730425,(724) 748-6171,Monday: 10:00 AM - 5:00 PM|Tuesday: 10:00 AM - 5:00 PM|Wednesday: 10:00 AM - 5:00 PM|Thursday: 10:00 AM - 5:00 PM|Friday: 10:00 AM - 5:00 PM|Saturday: 10:00 AM - 5:00 PM|Sunday: Closed|,http://www.amishpeddler.com/
ChIJgf_KfNq2M4gRCAVXxAQubt8,"Osborne-Williams Funeral Home and Cremation Services, Inc.",cemetery,"73 Columbia Ave, Greenville, PA 16125, USA",41.4040392,-80.37787589999999,(724) 588-4050,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours|,http://www.osborne-williams.com/
ChIJ4wCWNYq3M4gRZ-AzN04v_nA,Baughman Family Community Center,,"71 Columbia Ave, Greenville, PA 16125, USA",41.40472,-80.37815959999999,(724) 917-2857,Monday: 5:00 AM - 9:00 PM|Tuesday: 5:00 AM - 9:00 PM|Wednesday: 5:00 AM - 9:00 PM|Thursday: 5:00 AM - 9:00 PM|Friday: 5:00 AM - 9:00 PM|Saturday: 7:00 AM - 2:00 PM|Sunday: 7:00 AM - 2:00 PM|,https://www.baughmanfcc.org/
ChIJDwSrD9q2M4gRwldIaGrnv54,Rock Island Solutions,real_estate_agency,"103 Columbia Ave, Shenango, PA 16125, USA",41.4031109,-80.37753409999999,(724) 300-3993,,
ChIJMxSIblK3M4gRDjlBwDecICQ,Apartment,,"232 Clinton St, Greenville, PA 16125, USA",41.4059154,-80.3786085,,,
ChIJJRVZIgW3M4gRlkDVqZ7cZBY,Borough Maintenance Building,,"47 Ridge Ave, Greenville, PA 16125, USA",41.403932999999995,-80.3803744,,,
ChIJHV-lo_2wM4gR8j0lQG0cY_w,Greenville Area School District,,"9 Donation Rd, Greenville, PA 16125, USA",41.4035505,-80.3720675,(724) 588-2502,,http://www.greenville.k12.pa.us/
ChIJ___bFdu2M4gRXyar3N9Qvh4,Gohlke Construction,,"29 Plum St, Greenville, PA 16125, USA",41.406248,-80.38084889999999,(330) 881-9518,,https://gohlkehomes.com/
ChIJAabgMcW2M4gREDskHi2SVzU,Rite Aid Pharmacy,pharmacy,"335 Main St, Greenville, PA 16125, USA",41.4077413,-80.3790827,(724) 588-3398,"Monday: 9:00 AM - 1:30 PM, 2:00 - 9:00 PM|Tuesday: 9:00 AM - 1:30 PM, 2:00 - 9:00 PM|Wednesday: 9:00 AM - 1:30 PM, 2:00 - 9:00 PM|Thursday: 9:00 AM - 1:30 PM, 2:00 - 9:00 PM|Friday: 9:00 AM - 1:30 PM, 2:00 - 9:00 PM|Saturday: 10:00 AM - 1:30 PM, 2:00 - 5:00 PM|Sunday: 10:00 AM - 1:30 PM, 2:00 - 5:00 PM|",https://www.riteaid.com/locations/pa/greenville/335-main-street.html
ChIJAabgMcW2M4gRJdEyCrbCmcE,Samuel Johnson,pharmacy,"335 Main St, Greenville, PA 161252614, USA",41.4078227,-80.3790685,(724) 588-3398,,
ChIJAabgMcW2M4gRPzg2n1HLsQY,Lani Johnston,pharmacy,"335 Main St, Greenville, PA 161252614, USA",41.4078227,-80.3790685,(724) 588-3398,,
ChIJAabgMcW2M4gR1Ui8nuNFF6k,Sheri Timko,pharmacy,"335 Main St, Greenville, PA 161252614, USA",41.4078227,-80.3790685,(724) 588-3398,,
ChIJYWiqHMi3M4gR-AbyJSsLZHA,Redbox,movie_rental,"335 Main St, Greenville, PA 16125, USA",41.4078227,-80.3790685,(866) 733-2693,Monday: 12:00 AM - 11:00 PM|Tuesday: 12:00 AM - 11:00 PM|Wednesday: 12:00 AM - 11:00 PM|Thursday: 12:00 AM - 11:00 PM|Friday: 12:00 AM - 11:00 PM|Saturday: 12:00 AM - 11:00 PM|Sunday: 12:00 AM - 11:00 PM|,https://www.redbox.com/locations/pennsylvania/greenville/16125/78858
ChIJGzyxMcW2M4gRoCjgwUw-xng,Western Union,finance,"335 Main St, Greenville, PA 16125, USA",41.4078679,-80.3789745,(724) 588-3398,Monday: 9:00 AM - 9:00 PM|Tuesday: 9:00 AM - 9:00 PM|Wednesday: 9:00 AM - 9:00 PM|Thursday: 9:00 AM - 9:00 PM|Friday: 9:00 AM - 9:00 PM|Saturday: 10:00 AM - 8:00 PM|Sunday: 10:00 AM - 7:00 PM|,https://www.westernunion.com/?utm_source=googlemaps&utm_medium=pml-yext
ChIJOUzxzcS2M4gRjQ9nxezJUz4,Rite Aid,drugstore,"335 Main St, Greenville, PA 16125, USA",41.4079285,-80.3789886,(724) 588-3398,Monday: 9:00 AM - 9:00 PM|Tuesday: 9:00 AM - 9:00 PM|Wednesday: 9:00 AM - 9:00 PM|Thursday: 9:00 AM - 9:00 PM|Friday: 9:00 AM - 9:00 PM|Saturday: 9:00 AM - 6:00 PM|Sunday: 9:00 AM - 6:00 PM|,https://www.riteaid.com/locations/pa/greenville/335-main-street.html
ChIJ__9Li8-2M4gRXvfTwqs-TGs,Dr. Jordan Bowen,,"357 S Main St, Greenville, PA 16125, USA",41.4084985,-80.3767172,(724) 588-3128,,https://familygreatness.com/
ChIJFxzVacW2M4gRlXZDsqq9ZrI,Family Greatness Chiropractic LLC,,"357 S Main St, Greenville, PA 16125, USA",41.4084985,-80.3767172,(724) 588-3128,Monday: 9:00 AM - 6:00 PM|Tuesday: Closed|Wednesday: 9:00 AM - 6:00 PM|Thursday: 9:00 AM - 7:00 PM|Friday: Closed|Saturday: Closed|Sunday: Closed|,http://www.familygreatness.com/
ChIJSwIaJsW2M4gRt3UfLC-keJ0,higi,consultant,"335 Main St, Greenville, PA 16125, USA",41.4078909,-80.3792531,(866) 818-8793,Monday: 8:00 AM - 9:00 PM|Tuesday: 8:00 AM - 9:00 PM|Wednesday: 8:00 AM - 9:00 PM|Thursday: 8:00 AM - 9:00 PM|Friday: 8:00 AM - 9:00 PM|Saturday: 8:00 AM - 9:00 PM|Sunday: 9:00 AM - 6:00 PM|,https://higi.com/locator
ChIJVVVBi8-2M4gRhXMTXKyAWBk,Jordan Daniel Bowen,,"357 S Main St, Greenville, PA 16125, USA",41.4085373,-80.3767172,(724) 588-3128,,
ChIJpbyqIJ63M4gRfJOD-HKIGug,bryce crispie rides,car_repair,"62 Stewart Ave, Greenville, PA 16125, USA",41.400820499999995,-80.378783,(814) 547-3111,Monday: 10:00 AM - 6:00 PM|Tuesday: 10:00 AM - 6:00 PM|Wednesday: 10:00 AM - 6:00 PM|Thursday: 10:00 AM - 6:00 PM|Friday: 10:00 AM - 6:00 PM|Saturday: 10:00 AM - 6:00 PM|Sunday: Closed|,
ChIJtVUqF9S3M4gREom3Q_ljd6M,William J's Emporium,florist,"331 Main St, Greenville, PA 16125, USA",41.4079078,-80.379726,(724) 588-7740,Monday: 9:00 AM - 5:00 PM|Tuesday: 9:00 AM - 5:00 PM|Wednesday: 9:00 AM - 5:00 PM|Thursday: 9:00 AM - 5:00 PM|Friday: 9:00 AM - 5:00 PM|Saturday: 9:00 AM - 2:00 PM|Sunday: Closed|,http://www.williamjsflowers.com/
ChIJeX_SeD2pM4gRP2x6NJtQ-pM,Sturgin Poultry Processing,,"143 Mill Rd, Clarks Mills, PA 16114, USA",41.4027004,-80.1891311,(724) 301-1206,,
ChIJWWnW-DSpM4gR2A_j6qw8xxk,West-Penn Concessions,,"22 Lake Wilhelm Rd, Clarks Mills, PA 16114, USA",41.3980499,-80.1848842,(724) 301-5972,,
ChIJV1a0ZauuM4gRYoGloQVT90Q,Morning SKY Farm,farm,"480 Carpenters Corners Rd, Clarks Mills, PA 16114, USA",41.4166066,-80.1893501,(724) 699-3669,,http://morningskyfarm.com/
ChIJO-WjacmpM4gRcN_wOrEApl8,"JJ Kennedy, Inc.",general_contractor,"3982 Hadley Rd, Clarks Mills, PA 16114, USA",41.3925895,-80.1856155,(866) 699-3835,Monday: 8:00 AM - 4:00 PM|Tuesday: 8:00 AM - 4:00 PM|Wednesday: 8:00 AM - 4:00 PM|Thursday: 8:00 AM - 4:00 PM|Friday: 8:00 AM - 4:00 PM|Saturday: Closed|Sunday: Closed|,http://www.jjkennedyinc.com/
ChIJB9phMOuuM4gRNzCh4G3BkHo,Long Cemetery,cemetery,"Hadley, PA 16130, USA",41.4027599,-80.2134809,,,
